#separator:comma
#html:true
#notetype:Basic
#deck:Java::10 Cloud-native
"Jak zbudowane są warstwy obrazu?","Każda instrukcja RUN/COPY/ADD tworzy warstwę read-only; na wierzchu cienka warstwa zapisu (copy-on-write), ginąca po stopie."
"Po co cache warstw?","Niezmienione warstwy są pomijane w build i nie wysyłane do rejestru — szybszy build i pull."
"Różnica ENTRYPOINT vs CMD?","ENTRYPOINT to stały ""exe"" kontenera; CMD to domyślne, nadpisywalne argumenty; łączą się w pełną komendę."
"Co robi EXPOSE?","Tylko dokumentuje port; faktyczne opublikowanie robi -p przy podman/docker run."
"Docker vs Podman?","Podman jest daemonless (bez uprzywilejowanego demona) i rootless (user namespaces) przy kompatybilnym CLI."
"Co to multi-stage build?","Podział Dockerfile na etapy: ciężki build z JDK/Maven, do finalnego obrazu kopiowany tylko artefakt na lekki JRE."
"Po co layered jars w Spring Boot?","Rozbijają JAR na warstwy wg zmienności (dependencies vs application) → zmiana kodu unieważnia tylko warstwę application, reszta z cache."
"Czym jest Jib?","Plugin Google (Maven/Gradle) budujący zoptymalizowany, warstwowany obraz BEZ Dockerfile i bez demona."
"Co robi spring-boot:build-image?","Buduje obraz przez Cloud Native Buildpacks (Paketo) bez Dockerfile, z sensownymi flagami JVM."
"Distroless — po co?","Obraz bez shella i menedżera pakietów → minimalny attack surface; trudniejsze debugowanie."
"Pułapka obrazu alpine dla Javy?","Alpine używa musl libc zamiast glibc — możliwe subtelne różnice/mniejsze przetestowanie HotSpota; preferuj Temurin/distroless."
"Od kiedy JVM jest container-aware?","Od JDK 10+ (backport 8u191) — czyta limity cgroup (pamięć i CPU) zamiast parametrów hosta."
"Czemu MaxRAMPercentage zamiast -Xmx w kontenerze?","Heap skaluje się do limitu cgroup, więc ten sam obraz działa przy różnych limitach pamięci."
"Czemu app jest OOMKilled mimo ustawionego heapu?","Poza heap jest narzut (metaspace, stosy wątków, kod JIT, bufory); jeśli limit cgroup < heap + narzut, cgroup zabija proces."
"Jak CPU limit wpływa na JVM?","Steruje availableProcessors → domyślną liczbą wątków GC i rozmiarem ForkJoinPool.commonPool."
"Dlaczego nie uruchamiać kontenera jako root?","Kompromitacja kontenera nie eskaluje do roota na hoście; użyj USER i runAsNonRoot na k8s."
"Po co exec form ENTRYPOINT i graceful shutdown?","By proces był PID 1 odbierającym SIGTERM i mógł dokończyć żądania oraz zamknąć zasoby przed zabiciem."
"GraalVM native image w kontenerze — zysk i koszt?","Zysk: start w ms i mały RAM (brak warm-up JIT); koszt: dłuższy build, utrata dynamiki, niższy peak throughput dla długo żyjących serwisów."
"Czym jest Kubernetes w jednym zdaniu?","Container orchestrator — deklarujesz stan pożądany, a klaster w reconciliation loop dąży do niego (scaling, self-healing, rolling updates, service discovery, load balancing)."
"Co to model deklaratywny w k8s?","Opisujesz stan POŻĄDANY (spec w YAML), nie kroki; kontrolery same doprowadzają rzeczywistość do tego stanu."
"Co to reconciliation loop?","Nieskończona pętla kontrolera: porównuje stan obserwowany z pożądanym i koryguje różnicę; stąd self-healing."
"Z czego składa się control plane?","kube-apiserver, etcd, kube-scheduler, kube-controller-manager."
"Do czego służy etcd?","Rozproszony, spójny key-value store — źródło prawdy o całym stanie klastra."
"Co robi kube-scheduler?","Przypisuje nowe Pody do węzłów wg requests, taints/tolerations, affinity."
"Co jest na węźle roboczym?","kubelet (agent, uruchamia kontenery i probes), kube-proxy (sieć/Service), container runtime (containerd/CRI-O)."
"Co to Pod?","Najmniejsza jednostka wdrożenia — 1+ kontenerów dzielących sieć i wolumeny; efemeryczny, dostaje nowy IP przy odtworzeniu."
"Czym różni się Deployment od ReplicaSet?","Deployment zarządza ReplicaSet-ami i daje rolling update oraz rollback; ReplicaSet tylko pilnuje N replik."
"Po co Service, skoro Pody mają IP?","Pody są efemeryczne (zmienne IP); Service to stabilny IP+DNS z load balancingiem, kierujący ruch tylko do Podów Ready."
"Typy Service?","ClusterIP (wewnątrz klastra, domyślny), NodePort (port na węzłach), LoadBalancer (zewnętrzny LB chmury)."
"Czym jest Ingress?","L7 routing HTTP(S): reguły host/path do różnych Service, terminacja TLS, jeden wejściowy LB (wymaga Ingress Controllera)."
"ConfigMap vs Secret?","Oba wstrzykiwane jako env lub wolumin; Secret na wrażliwe dane, ale to tylko base64 (nie szyfrowanie) — trzeba encryption-at-rest."
"Liveness probe — co robi fail?","kubelet RESTARTUJE kontener (uznaje go za zawieszony)."
"Readiness probe — co robi fail?","Pod jest usuwany z Service (przestaje dostawać ruch), bez restartu."
"Po co startup probe?","Wstrzymuje liveness/readiness do końca wolnego startu (np. JVM), by liveness nie zabił wstającego kontenera."
"Jak probes mapują się na Spring Boot?","Actuator health groups: /actuator/health/liveness i /actuator/health/readiness (auto na k8s)."
"requests vs limits?","requests = rezerwacja dla schedulera i QoS; limits = twardy sufit (przekroczenie memory→OOMKilled, CPU→throttling)."
"Dlaczego JVM w kontenerze bywa OOMKilled mimo mieszczącego się heapu?","Do memory limit wlicza się też non-heap (metaspace, stosy, direct, kod JIT); ustaw MaxRAMPercentage ~75, nie 100."
"Co robi HPA?","Horizontal Pod Autoscaler — automatycznie zmienia liczbę replik Deploymentu wg metryk (CPU/memory/custom)."
"Jak wygląda graceful shutdown na k8s?","SIGTERM → czekanie terminationGracePeriodSeconds → SIGKILL; Spring z server.shutdown=graceful dokańcza in-flight requesty."
"Helm vs kustomize?","Helm = pakiety/szablony z values.yaml; kustomize = nakładki (overlays) patchujące bazowe manifesty bez szablonów."
"Co to GitOps/ArgoCD?","Git jako źródło prawdy o stanie klastra; ArgoCD deklaratywnie synchronizuje klaster do repo."
"Po co load balancing?","Rozkłada ruch na wiele instancji → większa przepustowość, dostępność i brak single point of failure."
"Skalowanie poziome (scale out) to?","Dokładanie kolejnych instancji za load balancerem (zamiast wzmacniania jednej maszyny)."
"Skalowanie pionowe (scale up) to?","Mocniejsza pojedyncza maszyna (więcej CPU/RAM); prosto, ale ma sufit, bywa drogie i nie usuwa SPOF."
"Czemu cloud-native woli skalowanie poziome?","Skaluje liniowo bez limitu, daje HA, rolling updates i elastyczne autoskalowanie na commodity hardware."
"Jaki warunek musi spełnić aplikacja, by skalować poziomo?","Musi być bezstanowa (stateless) — żadna instancja nie trzyma sesji w pamięci lokalnie."
"Czemu JWT zamiast sesji serwerowej pod load balancerem?","Stan tożsamości niesie klient w podpisanym tokenie, walidowanym niezależnie przez każdą instancję — brak wspólnego session store."
"Co to sticky sessions i czemu bywają gorsze?","Przypięcie klienta do jednej instancji; powoduje nierówne obciążenie i utratę sesji przy restarcie/scale-in."
"Wada zewnętrznego session store (Redis)?","Dodatkowy hop i zależność (nowy potencjalny SPOF), większa latencja i złożoność; JWT dla API zwykle prostszy."
"Load balancer L4 działa na?","Warstwie transportowej (TCP/UDP, IP:port); szybki, nie zna treści HTTP."
"Load balancer L7 działa na?","Warstwie aplikacyjnej (HTTP) — routing po ścieżce/hoście/nagłówku, terminacja TLS; np. Nginx, HAProxy, Ingress."
"Algorytm round-robin?","Kieruje żądania kolejno do każdej instancji po kolei."
"Algorytm least connections?","Kieruje do instancji z najmniejszą liczbą aktywnych połączeń — dobre przy nierównych żądaniach."
"Po co health checks w LB?","By kierować ruch tylko do zdrowych instancji; w Spring Boot to readiness probe z Actuatora."
"Liveness vs readiness probe?","Liveness = czy żyje (jeśli nie, restart); readiness = czy gotowa na ruch (jeśli nie, wypnij z LB bez restartu)."
"Jak Kubernetes rozkłada ruch na pody?","Service (ClusterIP) load-balansuje L4 przez kube-proxy po gotowych podach; Ingress dodaje routing L7."
"Client-side vs server-side load balancing?","Server-side: LB wybiera instancję (Nginx/Service). Client-side: klient sam zna listę i wybiera (Spring Cloud LoadBalancer, dawniej Ribbon)."
"Co to connection draining?","Przy wdrożeniu/scale-in: przestań kierować nowy ruch (readiness=false), dokończ trwające żądania, potem zabij pod (graceful shutdown)."
"Co to thundering herd?","Nagły zsynchronizowany napływ (reconnect/cache pada naraz) przeciążający backend; łagodzą jitter, backoff i rate limiting."
"Czemu terminacja TLS na L7 LB się opłaca?","Deszyfrujesz HTTPS raz na wejściu zamiast na każdej instancji — mniej CPU i prostsze certyfikaty."
"Monitoring vs observability?","Monitoring = znane pytania/dashboardy (known-unknowns); observability = zadawanie NOWYCH pytań o stan z telemetrii (unknown-unknowns)."
"Trzy filary observability?","Metrics (liczby w czasie), Logs (zdarzenia), Traces (ścieżka żądania przez usługi)."
"Counter vs Gauge?","Counter rośnie monotonicznie (liczysz rate); Gauge rośnie i maleje (rozmiar kolejki, zajętość heapu)."
"Do czego histogram w metrykach?","Do rozkładu wartości (latency) w bucketach i liczenia percentyli p95/p99, poprawnie agregowalnych serwerowo."
"Co to metodologia RED?","Rate (żądań/s), Errors (błędów/s), Duration (latency) — dla usług obsługujących żądania."
"Co to metodologia USE?","Utilization, Saturation, Errors — dla zasobów (CPU, dysk, pula połączeń)."
"Co to Micrometer?","Vendor-neutralna fasada metryk (SLF4J dla metryk); eksportuje do backendów jak Prometheus, Datadog."
"Model działania Prometheusa?","Pull — sam scrapuje endpointy /metrics co N sekund; time-series DB, zapytania w PromQL."
"Rola Grafany?","Wizualizacja — czyta z Prometheusa i rysuje dashboardy."
"Trace vs span?","Trace = całe żądanie end-to-end (trace-id); span = pojedyncza operacja w nim (span-id), z relacją parent→child."
"Jak trace-id wędruje między usługami?","Context propagation przez nagłówki HTTP — standard W3C Trace Context, nagłówek traceparent."
"Co to OpenTelemetry (OTel)?","Cross-language standard observability (API/SDK/Collector) obejmujący metrics, logs i traces."
"Rola Micrometer Tracing?","Most (bridge) — spójne API tracingu w aplikacji delegujące pod spodem do OTel lub Brave."
"Jak połączyć logi z tracem?","Wstrzyknąć trace-id do MDC i drukować w logu; filtrujesz logi po trace-id z tracingu."
"Co robi Alertmanager?","Odbiera alerty z Prometheusa, deduplikuje, grupuje i routuje do Slack/PagerDuty."
"SLI vs SLO vs error budget?","SLI = zmierzony wskaźnik; SLO = cel (np. 99.9%); error budget = dopuszczalny margines naruszeń (100% − SLO)."
"Dlaczego wysoka kardynalność tagów jest groźna?","Każda kombinacja labeli to osobna time series; wysokokardynalne tagi (userId, requestId) tworzą miliony serii i zabijają Prometheus."
"Po co sampling w tracingu?","100% traców = ogromny wolumen/koszt; sampluje się część (np. 10% lub tail-based dla błędnych/wolnych)."
"Czym jest structured logging?","Logowanie zdarzeń jako JSON z polami (traceId, level, latency) — przeszukiwalne i agregowalne, nie tylko grep."
"Endpoint metryk Prometheusa w Spring Boot?","/actuator/prometheus, wystawiony przez Actuator w formacie tekstowym Prometheusa."
