#separator:comma
#html:true
#notetype:Basic
#deck:Java::11 Flowable
"Z czego składa się decision table?","Kolumny input (wejścia), kolumny output (wyjścia) i wiersze = reguły, plus hit policy."
"Kiedy reguła (wiersz) ""strzela""?","Gdy WSZYSTKIE jej warunki input są prawdziwe; pusta komórka lub ""-"" = brak warunku (zawsze pasuje)."
"Co to hit policy?","Reguła rozstrzygania, gdy pasuje wiele wierszy decision table."
"Hit policy UNIQUE?","Może pasować co najwyżej jedna reguła (muszą być rozłączne); nakładanie = błąd walidacji."
"Hit policy FIRST?","Zwraca pierwszy pasujący wiersz od góry; kolejność wierszy ma znaczenie (dobre dla drabinki + fallback)."
"Hit policy PRIORITY?","Może pasować wiele, wygrywa output o najwyższym priorytecie wg listy wartości output (nie wg kolejności wierszy)."
"Hit policy ANY?","Wiele może pasować, ale wszystkie muszą dać ten sam output — inaczej błąd."
"Hit policy COLLECT?","Zbiera outputy wszystkich pasujących w listę; warianty agregacji: C+ suma, C< min, C> max, C# liczność."
"Co to FEEL?","Friendly Enough Expression Language — język wyrażeń DMN: warunki, zakresy, porównania, listy, daty."
"Jak w FEEL zapisać zakres domknięty 18-65?","[18..65] (18 <= x <= 65); nawias ( ) wyłącza kraniec, np. [2..5) to 2 <= x < 5."
"Co to DRD?","Decision Requirements Diagram — graf zależności między decyzjami i danymi wejściowymi; dzieli dużą decyzję na powiązane."
"Jak proces BPMN wywołuje DMN we Flowable?","Business rule task z flowable:decisionRef; zmienne procesowe → input, output zapisany do zmiennej procesowej."
"Które API Flowable wykonuje decyzję programowo?","DmnDecisionService (createExecuteDecisionBuilder → decisionKey, variable, tenantId, executeWithSingleResult)."
"Kiedy DMN, a kiedy kod?","DMN: reguły często zmieniane, czytelne dla biznesu, konfigurowalne per tenant. Kod: złożona logika algorytmiczna, side effects, wydajność krytyczna."
"Jak wersjonuje się .dmn we Flowable?","Kolejny deployment tworzy nową wersję (latest wygrywa), możliwe per tenant (tenantId); uważaj na procesy w toku."
"Główne pułapki DMN?","Rozstrzelenie logiki (DMN/BPMN/kod), brak testów reguł (granice + fallback), złe wersjonowanie, źle dobrana hit policy, null/typy input."
"Czym jest Flowable?","Lekki, open-source silnik procesów BPMN 2.0 / DMN / CMMN w Javie, fork Activiti; konkurent Camunda 7."
"Co znaczy ""embedded"" w Spring Boot?","Silnik działa w tym samym JVM, współdzieli DataSource i transakcje aplikacji (stan biznesu i procesu w jednej transakcji)."
"Co daje flowable-spring-boot-starter?","Autokonfigurację: buduje ProcessEngine na bazie DataSource i transaction managera aplikacji i rejestruje serwisy jako beany."
"Za co odpowiada RepositoryService?","Deployment definicji procesów (.bpmn20.xml), zarządzanie wersjami definicji, suspend/activate."
"Za co odpowiada RuntimeService?","Uruchamianie instancji (startProcessInstanceByKey), zmienne procesowe, sygnały i wiadomości."
"Za co odpowiada TaskService?","Zadania użytkownika: kolejki, claim (przejęcie), complete, setAssignee, komentarze."
"Za co odpowiada HistoryService?","Historia i audyt zakończonych instancji, aktywności, zmiennych i zadań (tabele ACT_HI_*)."
"Za co odpowiada ManagementService?","Operacje administracyjne: joby (async executor, timery), tabele, metadane, purge."
"Różnica: definicja vs instancja procesu?","Definicja to wersjonowany szablon (immutable); instancja to żywe wykonanie z tokenami i zmiennymi."
"Co się dzieje przy ponownym deploy zmienionego .bpmn?","Powstaje nowa wersja definicji; biegnące instancje kończą na starej, nowe startują na najnowszej."
"Dwa sposoby wpięcia kodu w service task?","JavaDelegate (flowable:class, bez DI) lub delegate expression/@Component bean (${bean}, pełne DI Springa)."
"Czemu delegate expression lepszy niż JavaDelegate w Spring Boot?","Bean jest zarządzany przez Spring — ma wstrzyknięte zależności i @Transactional; JavaDelegate instancjonuje Flowable bez DI."
"Jak zmienne POJO trafiają do bazy i jaka pułapka?","Jako SERIALIZABLE (Java serialization → bytearray) lub JSON; SERIALIZABLE psuje się przy zmianie klasy — preferuj JSON/proste typy."
"Skąd tabele ACT_* i ich prefiksy?","Flowable trzyma stan w bazie: ACT_RE_ (repo), ACT_RU_ (runtime), ACT_HI_ (historia), ACT_GE_/ACT_ID_."
"Auto-DDL vs Flyway w Flowable?","database-schema-update: true tworzy schemat sam (dev); na prod wyłączyć i wdrażać skrypty ACT_* przez Flyway."
"Do czego async executor (job executor)?","Wykonuje timery, zadania async (flowable:async) i retry-e; pula wątków odpytuje ACT_RU_JOB i budzi procesy."
"assignee vs candidateGroups?","assignee to konkretny przypisany user; candidateGroups to pula/kolejka, z której ktoś przejmuje zadanie przez claim."
"Cykl obsługi user taska przez API?","createTaskQuery -> claim(taskId, user) -> complete(taskId, variables); complete popycha proces dalej."
"Multitenancy we Flowable?","tenantId na deploymentach i instancjach izoluje definicje procesów per najemca (ten sam key, różne wersje per tenant)."
"Flowable vs Camunda 8/Zeebe?","Flowable/Camunda 7 to embedded silnik z tabelami i wspólną transakcją; Camunda 8/Zeebe to zewnętrzny, rozproszony silnik (gRPC, job workers, event-sourcing)."
"Co to business rule task?","Krok BPMN wykonujący regułę DMN (tablica decyzyjna) zamiast if-ów w kodzie."
"Jak we Flowable izolujesz procesy per tenant?","Nadajesz tenantId na deploymencie (.tenantId(...)), co propaguje TENANT_ID_ na definicje/instancje/taski."
"Czym jest oś wersjonowania definicji w multitenancy Flowable?","Para (key, tenantId) — ten sam key może istnieć niezależnie dla wielu tenantów, każdy z własną linią wersji."
"Jak wystartować instancję dla konkretnego tenanta?","runtimeService.startProcessInstanceByKeyAndTenantId(key, businessKey, vars, tenantId)."
"Kiedy Flowable inkrementuje VERSION_ definicji?","Przy każdym deploymencie BPMN o tym samym (key, tenantId) — chyba że enableDuplicateFiltering wykryje identyczny zasób."
"Co robi enableDuplicateFiltering()?","Nie tworzy nowej wersji, jeśli deployowany zasób jest identyczny z ostatnim (name, tenant) — chroni przed zaśmiecaniem wersji."
"Co dzieje się z uruchomionymi instancjami po wdrożeniu nowej wersji procesu?","Nic — dokańczają na swojej wersji (in-flight nie migrują automatycznie); tylko nowe instancje startują na najnowszej."
"Skąd instancja wie, której wersji definicji używa?","Trzyma PROC_DEF_ID_ (konkretną wersję) w ACT_RU_EXECUTION, ustawiony przy starcie."
"Kiedy potrzebna jest migracja instancji (ProcessInstanceMigration)?","Gdy trwające instancje trzeba świadomie przenieść na nową definicję; przy zmianie topologii wymaga mappingu activity."
"Domyślna strategia multitenancy Flowable dla bazy?","Shared database, discriminator column — wspólne tabele ACT_* z kolumną TENANT_ID_."
"Kompromis discriminator column vs schema/DB-per-tenant?","Discriminator: tanio operacyjnie, słabsza izolacja (stoi na filtrach). Schema/DB-per-tenant: silna izolacja, droższe operacyjnie."
"Modeler vs własne UI (BPMN.js) do edycji procesu?","Modeler: gotowy, szybki, obce UI/słabsza kontrola. BPMN.js: więcej pracy, pełna kontrola i sandbox, lepsze portfolio."
"Jak admin edytuje proces bez kodu przy własnym UI?","BPMN.js eksportuje BPMN XML → backend przez RepositoryService.deploy().tenantId(tenant) tworzy nową wersję."
"Główne ryzyko bezpieczeństwa przy przyjmowaniu BPMN od tenanta?","serviceTask (flowable:class/expression) i scriptTask mogą wykonać dowolny kod (RCE) na serwerze."
"Jak zabezpieczyć service taski przed RCE?","Zakazać dowolnych klas/expression/script tasków; udostępnić tylko predefiniowane, zaudytowane klocki (beany/delegaty) konfigurowane parametrami."
"Jak zapewnić, że admin edytuje tylko swój proces?","Porównać tenantId z requestu z tenantId z JWT (Spring Security); nigdy nie ufać tenantId z body/path."
"Skąd bierzesz tenantId dla Flowable?","Z JWT (custom claim / mapowanie org) w filtrze Spring Security, propagowany do warstwy Flowable (TenantInfoHolder lub jawnie ...AndTenantId)."
"Co się stanie przy startProcessInstanceByKey bez tenantId w środowisku multitenant?","Szuka definicji bez tenanta (TENANT_ID_ NULL) — trafia w złą/żadną i może rzucić wyjątkiem „definicja nie znaleziona""."
"Dlaczego deleteDeployment bez cascade może się nie udać?","Bo istnieją aktywne instancje na tej wersji; cascade=true usuwa też instancje/historię (ryzykowne)."
"Jak nie utopić się w starych wersjach definicji?","Polityka retencji + czyszczenie deploymentów oraz history cleanup jobs dla ACT_HI_*, bo wersje i historia narastają w nieskończoność."
"Dlaczego proces trzymamy w BPMN w bazie, a nie w kodzie?","Żeby admin tenantu edytował go bez zmian w kodzie i redeployu — logika biznesowa w definicjach, nie w if-ach."
