#separator:comma
#html:true
#notetype:Basic
#deck:Java::04 Narzędzia
"Jak sprawdzić Optional w AssertJ?","assertThat(opt).isPresent().get().extracting(...).isEqualTo(...); lub .isEmpty() / .contains(value)."
"Jak stworzyć własną asercję AssertJ?","Dziedzicząc po AbstractAssert<SELF, ACTUAL>, dodając metody domenowe i statyczny entry-point (lub generatorem assertj-assertions-generator)."
"Z jakich 3 modułów składa się JUnit 5?","Platform (silnik + TestEngine SPI + Launcher), Jupiter (nowe API + engine), Vintage (engine dla JUnit 3/4)."
"Po co JUnit Platform / TestEngine SPI?","Rozszerzalność — różne frameworki (Jupiter, Spock, Cucumber) działają na jednym silniku, a narzędzia integrują się raz."
"Do czego służy moduł Vintage?","Uruchamia stare testy JUnit 3/4 na Platformie JUnit 5 — stopniowa migracja bez przepisywania."
"Czemu @BeforeAll musi być static?","JUnit domyślnie tworzy nową instancję klasy testowej per metoda (PER_METHOD), więc nie ma wspólnej instancji dla metody hook."
"Różnica @BeforeEach vs @BeforeAll?","@BeforeEach wykonuje się przed KAŻDYM testem; @BeforeAll raz, przed wszystkimi (static)."
"Do czego @Nested?","Niestatyczna klasa wewnętrzna grupująca testy jednego kontekstu, z własnym @BeforeEach."
"Asercja vs assumption?","Niespełniona asercja = test FAILED (błąd kodu); niespełniona assumption = test ABORTED/skipped (nie dotyczy środowiska)."
"Co robi assertAll?","Wykonuje wszystkie asercje w grupie i raportuje WSZYSTKIE porażki naraz, nie zatrzymując się na pierwszej."
"Co robi assertThrows?","Sprawdza, że blok rzuca wyjątek danego typu, i zwraca ten wyjątek do dalszej inspekcji."
"Różnica @CsvSource vs @MethodSource?","@CsvSource — literały w wierszach CSV; @MethodSource — fabryka Stream<Arguments>, pozwala przekazać dowolne obiekty."
"Co zastąpiło @RunWith i @Rule z JUnit 4?","Jednolity Extension API (@ExtendWith) z callbackami — można dopiąć wiele rozszerzeń naraz."
"Co robi MockitoExtension?","Inicjalizuje @Mock/@InjectMocks przed testem i w trybie STRICT_STUBS wykrywa nieużyte stuby."
"Wymień 5 test doubles.","Dummy (wypełniacz), Stub (zwraca zaprogramowane wartości), Spy (realny obiekt + nagrywa), Mock (weryfikuje interakcje), Fake (uproszczona działająca implementacja)."
"Stub vs Mock — asercja na czym?","Stub — asercja na stanie/wyniku; Mock — asercja na interakcji (czy metodę wywołano)."
"Kiedy używać doReturn().when() zamiast when().thenReturn()?","Dla spy i metod void/rzucających — when(spy.x()) wywołałoby realną metodę; doReturn().when() nie wykonuje realnego kodu."
"Reguła argument matchers w Mockito?","Jeśli używasz choć jednego matchera, WSZYSTKIE argumenty muszą być matcherami (literał opakuj w eq())."
"Do czego ArgumentCaptor?","Przechwytuje faktyczny argument przekazany do mocka, by zrobić na nim asercję."
"BDDMockito — odpowiedniki?","given().willReturn() = when().thenReturn(); then().should() = verify()."
"Czemu mockowanie final/static było trudne?","Klasyczny mock to podklasa/proxy przez subclassing — nie mógł nadpisać final; potrzebna instrumentacja (mockito-inline, domyślna w Mockito 5)."
"Co oznacza FIRST?","Fast, Isolated, Repeatable, Self-validating, Timely — cechy dobrego testu jednostkowego."
"Co oznacza AAA?","Arrange (przygotuj dane/mocki), Act (jedna akcja), Assert (sprawdź wynik)."
"Kiedy NIE mockować?","Value objects/prostych typów, typów których nie posiadasz (owiń adapterem), oraz gdy test zamienia się w testowanie implementacji."
"Czym jest SLF4J?","Fasadą logowania (Simple Logging Facade for Java) — jedno API/interfejsy, bez zapisu; deleguje do implementacji wybranej po classpath."
"Po co warstwa fasady logowania?","Wymienialność implementacji bez zmiany kodu, jedno API dla całego drzewa zależności, parametryzacja i MDC w kontrakcie."
"Jaka implementacja logowania jest domyślna w Spring Boot?","Logback (starter spring-boot-starter-logging)."
"Czym wyróżnia się Log4j2?","Wydajnością — async loggery na LMAX Disruptor (lock-free) i garbage-free mode; dobry przy dużym wolumenie logów."
"Co to binding SLF4J?","Artefakt łączący SLF4J z konkretną implementacją (np. logback-classic, log4j-slf4j2-impl); potrzebny dokładnie jeden."
"Do czego służy jul-to-slf4j / log4j-over-slf4j?","To bridge — przekierowują logi z java.util.logging / Log4j 1.x do SLF4J, by wszystko schodziło się w jednej implementacji."
"Czemu nie wolno mieć bridge i bindingu tego samego frameworka naraz?","Powstaje pętla przekierowań (np. log4j-over-slf4j + binding SLF4J→Log4j) → StackOverflowError."
"Wymień poziomy logowania od najniższego.","TRACE, DEBUG, INFO, WARN, ERROR (ustawiony poziom przepuszcza siebie i wyższe)."
"Kiedy WARN, a kiedy ERROR?","WARN = podejrzane, ale obsłużone (retry, fallback); ERROR = operacja nieudana wymagająca uwagi/alertu."
"Czemu logowanie parametryczne bije konkatenację?","Leniwe formatowanie — SLF4J najpierw sprawdza poziom i dopiero potem składa wiadomość; przy wyłączonym poziomie zero kosztu i alokacji."
"Kiedy stosować guard isDebugEnabled?","Gdy sam argument jest drogi do wyliczenia (serializacja, zapytanie) — parametryzacja nie chroni przed kosztem policzenia argumentu."
"Czym jest MDC?","Mapped Diagnostic Context — ThreadLocal Map String→String; wkładasz np. traceId/userId, a pattern logu dokleja je do linii z tego wątku."
"Główna pułapka MDC w thread poolu?","Wątki są reużywane — bez MDC.clear()/remove wartość wycieka do następnego żądania na tym samym wątku; czyść w finally."
"Po co logi strukturalne (JSON) w chmurze?","Agregatory (ELK/Loki) parsują i indeksują pola, umożliwiając filtrowanie/agregację zamiast regexowania tekstu; MDC staje się polami."
"Który plik konfiguracyjny Logback w Spring Boot i czemu?","logback-spring.xml — daje springProfile i springProperty (profile/właściwości Springa); logback.xml ich nie ma."
"Co robi AsyncAppender i jego ryzyko?","Zapis I/O w osobnym wątku (wątek aplikacji tylko kolejkuje); ryzyko: przy pełnej kolejce gubi logi poniżej progu (discardingThreshold)."
"Czemu log-and-throw to antywzorzec?","Ten sam błąd logowany wielokrotnie na każdym poziomie → szum i fałszywe alerty; loguj raz na granicy albo obsłuż, nie oba."
"Jak traceId z OpenTelemetry trafia do logów?","Instrumentacja (Micrometer Tracing / agent OTel) wkłada traceId/spanId do MDC, więc pattern lub encoder JSON automatycznie je dołącza."
"Czemu System.out.println to nie logowanie?","Brak poziomów, kontekstu, appenderów/rotacji i routingu; synchroniczny zapis pod globalnym lockiem dławi throughput."
"Co wykonuje pracę w Mavenie — faza czy plugin?","Plugin przez swoje goal (plugin:goal); faza to tylko nazwa, do której goals są powiązane."
"Reguła wyboru wersji przy konflikcie zależności?","Nearest-wins — najbliższa w drzewie od korzenia POM (NIE najwyższa wersja); remis głębokości → pierwsza zadeklarowana."
"Czym różni się agregacja od dziedziczenia w multi-module?","Agregacja (<modules>) mówi CO zbudować i w jakiej kolejności; dziedziczenie (<parent>) przekazuje dependencyManagement, properties, wersje pluginów."
"Jak Maven ustala kolejność budowy modułów reactora?","Sortowaniem topologicznym grafu zależności między modułami, nie kolejnością w <modules>."
"Co robi mvn -pl :moduł -am?","Buduje wskazany moduł oraz jego zależności (-am = also make)."
"Do czego służy scope import?","Tylko w <dependencyManagement> z <type>pom</type> — importuje cudzy dependencyManagement (mechanizm BOM)."
"Co to BOM?","Bill of Materials — POM zawierający tylko <dependencyManagement> ze spójnymi wersjami, importowany przez scope import (np. spring-boot-dependencies)."
"Czym różni się <dependencyManagement> od <dependencies>?","dependencyManagement ustala wersje/scope BEZ dodawania na classpath; dependencies faktycznie dodaje zależność."
"Co robi <optional>true</optional>?","Zależność jest używana lokalnie, ale NIE propaguje się przechodnio do konsumentów artefaktu."
"surefire vs failsafe?","surefire = unit testy (*Test) w fazie test; failsafe = integracyjne (*IT) w integration-test (uruchom) i verify (sprawdź) — daje szansę na cleanup."
"Którą komendą uruchamiasz testy integracyjne (failsafe)?","mvn verify (nie mvn test) — bo weryfikacja wyniku jest w fazie verify."
"Gdzie leży settings.xml i co zawiera?","~/.m2/settings.xml (user) i conf/ (global); mirrors, servers (credentials), proxies, profiles — dane środowiska, nie projektu."
"Do czego mvn help:effective-pom?","Pokazuje wynikowy POM po scaleniu dziedziczenia, super-pom, aktywnych profili i interpolacji properties."
"Po co Maven Wrapper (mvnw)?","Pobiera i uruchamia dokładnie ustaloną wersję Mavena bez globalnej instalacji — reprodukowalność w zespole i CI."
"SNAPSHOT vs release?","SNAPSHOT to mutowalna wersja rozwojowa (repo może pobrać nowszy build); release jest immutable — raz opublikowana się nie zmienia."
"Różnica mvn install vs deploy?","install kopiuje artefakt do lokalnego ~/.m2; deploy publikuje do zdalnego repo (Nexus/Artifactory) wg distributionManagement."
"shade vs spring-boot-maven-plugin?","shade wtapia klasy zależności do jednego JAR (może relocate); spring-boot używa nested JARs z własnym loaderem i nie rozpakowuje zależności."
"Do czego maven-enforcer-plugin?","Wymusza reguły buildu (min. JDK/Maven, dependencyConvergence, bannedDependencies) — wywala build wcześnie."
"Dlaczego używać <release>21</release> zamiast source+target?","Gwarantuje, że nie użyjesz API nowszego niż target — pilnuje zgodności z wersją bytecode."
"Pułapka activeByDefault w profilach?","Przestaje działać, gdy jakikolwiek inny profil jest aktywowany jawnie (np. przez -P)."
"Co robi Testcontainers?","Startuje efemeryczne kontenery Docker/OCI (baza, kolejka…) na czas testu i sprząta po nim, dając testy na realnej zależności zamiast mocka/H2."
"Dlaczego H2 nie zastępuje PostgreSQL w testach?","Inny silnik SQL — inne typy (jsonb, uuid), funkcje, składnia i semantyka; zapytanie działające na H2 może paść na prodowym Postgresie."
"Do czego służy @Testcontainers?","Aktywuje rozszerzenie JUnit 5 zarządzające cyklem życia pól @Container (start/stop)."
"Różnica: @Container static vs instancyjny?","Static = kontener startuje raz na klasę (współdzielony, szybki); instancyjny = przed każdym testem (izolowany, N startów, wolny)."
"Co domyślnie preferować: static czy instancyjny @Container?","Static — start jest drogi; izolację danych rób rollbackiem/czyszczeniem, nie restartem kontenera."
"GenericContainer vs moduł dedykowany?","Moduł (PostgreSQLContainer, KafkaContainer…) zna usługę i ma getJdbcUrl/wait strategy; GenericContainer to dowolny obraz z ręczną konfiguracją."
"Co robi getMappedPort()?","Zwraca losowy port hosta przypisany do portu kontenera — nigdy nie zakładaj stałego portu."
"Po co wait strategy?","Kontener uruchomiony ≠ usługa gotowa; bez czekania na gotowość testy są flaky (connection refused)."
"Przykłady wait strategy w Testcontainers?","Wait.forListeningPort(), Wait.forLogMessage(regex), Wait.forHttp(path).forStatusCode(200)."
"Do czego @DynamicPropertySource?","Wstrzykuje właściwości (URL, port, credentiale) do Environment przed startem kontekstu; wartości jako suppliery, metoda static."
"Co daje @ServiceConnection (Spring Boot 3.1+)?","Boot sam rozpoznaje typ kontenera i konfiguruje datasource/kafkę/redis — zastępuje ręczny @DynamicPropertySource."
"Jak Spring wie o URL kontenera przy @ServiceConnection?","Przez ConnectionDetailsFactory, która z uruchomionego kontenera wystawia bean ConnectionDetails nadpisujący autokonfigurację."
"Co to Ryuk w Testcontainers?","Sidecar-strażnik usuwający kontenery/sieci/wolumeny testu, nawet gdy JVM padnie — gwarancja sprzątania."
"Co robi reuse (testcontainers.reuse.enable)?","Kontener nie jest zatrzymywany po testach i kolejny run go współdzieli — szybsza pętla lokalna; NIE na CI (niedeterministyczne)."
"Singleton container pattern?","Jeden kontener na cały suite (start w static/abstract bazie, bez @Container/stop) — minimalizuje kosztowne starty."
"Testcontainers z Podman — co ustawić?","DOCKER_HOST na socket Podmana (podman.socket); przy Podman rootless czasem TESTCONTAINERS_RYUK_DISABLED=true lub RYUK_PRIVILEGED=true."
"Po co @AutoConfigureTestDatabase(replace=NONE) z @DataJpaTest?","Bez tego Boot podmienia datasource na H2 — psuje sens testu na realnym Postgresie z Testcontainers."
"Kiedy NIE używać Testcontainers?","Przy czystych testach jednostkowych logiki bez I/O oraz gdy brak runtime OCI (Docker/Podman) na maszynie/CI."
