#separator:comma
#html:true
#notetype:Basic
#deck:Java::06 Persystencja
"Jak Hibernate realizuje lazy loading?","Przez proxy (dla @ManyToOne/@OneToOne) i PersistentCollection (dla kolekcji); dane doładowuje SELECT-em przy pierwszym dostępie."
"Co to LazyInitializationException?","Błąd przy dostępie do lazy relacji poza otwartą sesją/transakcją — proxy nie ma jak wykonać SELECT."
"Jak naprawić LazyInitializationException?","JOIN FETCH / @EntityGraph w transakcji, mapowanie na DTO; NIE zmianą na EAGER ani OSIV."
"Czemu SEQUENCE jest lepsza niż IDENTITY na PostgreSQL?","SEQUENCE z allocationSize pobiera id w partiach i umożliwia batch insert; IDENTITY (auto-increment) wymaga id po każdym INSERT i wyłącza batch."
"Pułapka @Enumerated?","Domyślny EnumType.ORDINAL zapisuje indeks (0,1,2) i psuje dane przy zmianie enuma — używaj EnumType.STRING."
"Strona owning vs inverse relacji?","Owning ma @JoinColumn i trzyma klucz obcy (zapisuje FK); inverse ma mappedBy i służy tylko do nawigacji."
"Czemu trzeba synchronizować obie strony relacji?","Hibernate zapisuje FK tylko ze strony owning; helper (addBook) ustawia obie strony, by graf w pamięci zgadzał się z DB."
"Pułapka equals/hashCode w encji?","id jest null dla transient i zmienia się po persist — łamie kolekcje hashujące; użyj klucza biznesowego lub stałego hashCode."
"Co to orphanRemoval?","Usuwa dziecko z DB, gdy zostanie usunięte z kolekcji rodzica (odmienne od CascadeType.REMOVE)."
"Czym jest cache drugiego poziomu?","Opcjonalny cache współdzielony między sesjami (Ehcache/Infinispan), włączany świadomie; grozi nieświeżymi danymi."
"Co robi cascade?","Propaguje operacje (PERSIST/MERGE/REMOVE...) z encji rodzica na powiązane encje."
"Co to problem N+1 zapytań?","1 zapytanie pobiera N rodziców, a potem osobne zapytanie o relację (lazy) każdego rodzica → 1 + N zapytań zamiast 1-2."
"Skąd bierze się +N w N+1?","Z lazy loadingu — dotknięcie relacji (proxy) każdego rodzica w pętli wyzwala osobny SELECT."
"Czemu N+1 jest groźny dopiero na produkcji?","Na małych danych różnica niewidoczna; przy dużym N liczba zapytań rośnie liniowo → latencja i obciążenie bazy eksplodują."
"Jak wykryć N+1 przez logi?","Logger org.hibernate.SQL=DEBUG (lub spring.jpa.show-sql) pokazuje N identycznych SELECT ... WHERE fk = ?."
"Jak wykryć N+1 w teście?","Hibernate statistics (getPrepareStatementCount) albo Hypersistence Utils SQLStatementCountValidator.assertSelectCount(n)."
"Narzędzia do zliczania zapytań SQL?","datasource-proxy, p6spy, Hypersistence Utils (proxy nad DataSource logujące/asertujące zapytania)."
"Jak JOIN FETCH naprawia N+1?","Pobiera rodzica razem z dziećmi jednym zapytaniem z joinem zamiast 1 + N osobnych."
"Po co DISTINCT przy JOIN FETCH kolekcji?","Join mnoży rodziców przez liczbę dzieci; DISTINCT deduplikuje rodziców (Hibernate 6 dedupikuje kolekcje w pamięci)."
"Co robi @EntityGraph?","Deklaratywnie (na repozytorium) wymusza fetch relacji jednym zapytaniem — odpowiednik JOIN FETCH bez pisania JPQL."
"Jak działa batch fetching (@BatchSize)?","Grupuje ładowanie relacji przez IN (...); N+1 staje się 1 + N/rozmiar_partii."
"Ustawienie globalnego batch fetch w Hibernate?","hibernate.default_batch_fetch_size=n."
"Co to projekcja DTO i po co?","Zapytanie pobierające tylko potrzebne kolumny do DTO/record zamiast encji — najszybsze do read-only, bez zarządzania encjami."
"Czemu nie łączyć JOIN FETCH kolekcji z paginacją?","Iloczyn kartezjański uniemożliwia LIMIT w SQL → Hibernate ostrzega HHH000104 i pagesuje CAŁY wynik w pamięci JVM."
"Co znaczy log 'firstResult/maxResults specified with collection fetch","applying in memory'?;Że fetch join kolekcji + paginacja → Hibernate pobrał wszystko i stronicuje w pamięci (ryzyko OOM). Użyj @BatchSize lub dwóch zapytań."
"Czemu EAGER to fałszywe rozwiązanie N+1?","Ładuje relację zawsze i globalnie (też gdzie zbędna), sam potrafi generować N+1 — gorsze niż lazy z fetch per-query."
"Jaki jest domyślny fetch dla @ManyToOne i @OneToMany?","@ManyToOne/@OneToOne — EAGER (uwaga!); @OneToMany/@ManyToMany — LAZY."
"Skąd MultipleBagFetchException?","Z próby JOIN FETCH dwóch kolekcji typu List (bag) naraz — nierozstrzygalny kartezjan; obejście: jedna fetch, reszta @BatchSize."
"Które rozwiązanie N+1 wybrać przy paginacji rodziców?","@BatchSize albo drugie zapytanie z IN (NIE JOIN FETCH kolekcji)."
"Domyślna zasada fetchowania w JPA?","Relacje LAZY, a fetch dobierany per zapytanie (JOIN FETCH / @EntityGraph / @BatchSize)."
"Dlaczego dostęp do lazy poza sesją rzuca wyjątek?","LazyInitializationException — proxy potrzebuje otwartego kontekstu persystencji, by dopalić SELECT."
"Główny cel Spring Data JPA?","Eliminacja boilerplate DAO — deklarujesz interfejs, implementację dostarcza framework."
"Kolejność hierarchii interfejsów Spring Data JPA?","Repository → CrudRepository → PagingAndSortingRepository → JpaRepository."
"Co dokłada PagingAndSortingRepository?","Paginację i sortowanie: findAll(Sort) i findAll(Pageable)."
"Co dokłada JpaRepository ponad PagingAndSortingRepository?","flush/saveAndFlush, operacje batch (deleteAllInBatch), getReferenceById, zwracanie List zamiast Iterable."
"Kto pisze implementację interfejsu repozytorium?","Nikt — Spring tworzy w runtime dynamic proxy z backingiem SimpleJpaRepository."
"Czym jest SimpleJpaRepository?","Domyślna implementacja JpaRepository (trzyma EntityManager), do której proxy deleguje metody CRUD."
"Jak z nazwy metody powstaje zapytanie?","Parser (PartTree) rozbija nazwę na drzewo predykatów i buduje JPQL — przy starcie kontekstu."
"Co robi findTop3ByOrderByCreatedDesc?","Sortuje malejąco po created i zwraca 3 pierwsze rekordy (LIMIT 3)."
"existsBy... i countBy... zwracają?","existsBy → boolean (count>0), countBy → long (liczba rekordów)."
"Kiedy porzucić derived methods na rzecz @Query/Specifications?","Gdy nazwa robi się nieczytelna (>~3 warunki) lub gdy filtry są dynamiczne/opcjonalne."
"JPQL vs nativeQuery=true?","JPQL działa nad encjami i jest przenośny; nativeQuery to czysty SQL dialektu bazy (mniej przenośny, DB-specific)."
"Parametry pozycyjne vs nazwane?","Pozycyjne ?1/?2 wg kolejności; nazwane :name + @Param — czytelniejsze i odporne na zmianę kolejności."
"Po co @Modifying i clearAutomatically?","@Modifying oznacza UPDATE/DELETE; clearAutomatically czyści persistence context, by nie czytać nieaktualnych encji z cache 1. poziomu."
"Różnica Page vs Slice?","Page wykonuje dodatkowy COUNT(*) i zna total; Slice wie tylko czy jest następna strona (size+1), bez COUNT — tańszy."
"Kiedy użyć JpaSpecificationExecutor / Specification?","Do dynamicznych, opcjonalnych filtrów budowanych programowo przez Criteria API."
"Closed vs open projection?","Closed = tylko gettery pól, generuje wąski SELECT; open = @Value/SpEL, ładuje całą encję (traci optymalizację)."
"Po co projekcje DTO?","Pobierać tylko potrzebne kolumny — mniej I/O, brak dirty-checkingu, mniejsze ryzyko N+1/lazy-load."
"Do czego @EntityGraph na metodzie repo?","Deklaruje asocjacje do fetch-owania od razu (JOIN) dla tej metody — leczy N+1 bez zmiany globalnego FetchType."
"Jak włączyć audyt i które adnotacje pól?","@EnableJpaAuditing + AuditingEntityListener; pola @CreatedDate/@LastModifiedDate/@CreatedBy/@LastModifiedBy (@CreatedBy z AuditorAware)."
"Czy metody repo są transakcyjne?","Tak, domyślnie — odczyty jako readOnly=true; w praktyce transakcję otwiera się na poziomie serwisu."
"save() to INSERT czy UPDATE?","Zależnie od stanu encji: nowa → persist (INSERT), z kluczem → merge (SELECT+UPDATE), zwraca nową zarządzaną kopię."
"Dlaczego deleteAll w pętli jest złe?","Generuje N zapytań DELETE; dla mas użyj deleteAllInBatch lub @Modifying delete (ale to omija kaskady/callbacki)."
"Do czego służą DDL, DML, DQL?","DDL definiuje schemat (CREATE/ALTER/DROP), DML zmienia dane (INSERT/UPDATE/DELETE), DQL czyta (SELECT)."
"Co wymusza FOREIGN KEY?","Integralność referencyjną — wartość musi istnieć jako PRIMARY KEY w tabeli docelowej."
"Jaka jest LOGICZNA kolejność wykonania SELECT?","FROM → WHERE → GROUP BY → HAVING → SELECT → DISTINCT → ORDER BY → LIMIT."
"Czemu aliasu z SELECT nie użyjesz w WHERE?","WHERE wykonuje się PRZED SELECT, więc alias jeszcze nie istnieje; w ORDER BY już działa."
"Różnica WHERE vs HAVING?","WHERE filtruje wiersze przed grupowaniem (bez agregatów), HAVING filtruje grupy po agregacji."
"INNER JOIN vs LEFT JOIN?","INNER zwraca tylko pasujące pary; LEFT zwraca wszystkie z lewej + NULL tam, gdzie brak dopasowania."
"Czemu warunek prawej tabeli w LEFT JOIN daj w ON, nie WHERE?","WHERE na kolumnie prawej tabeli odrzuca wiersze z NULL i zamienia LEFT w INNER."
"Co robi CROSS JOIN?","Iloczyn kartezjański — każdy wiersz z każdym, bez warunku złączenia."
"Kiedy indeks B-tree pomaga?","Przy WHERE/JOIN/ORDER BY na selektywnych kolumnach oraz prefiksowym LIKE 'abc%'."
"Co to leftmost prefix w indeksie złożonym?","INDEX(a,b) obsłuży WHERE a lub WHERE a AND b, ale nie samo WHERE b."
"Co to covering index?","Indeks zawierający wszystkie potrzebne kolumny (INCLUDE) → index-only scan bez sięgania do tabeli."
"Kiedy indeks SZKODZI?","Spowalnia INSERT/UPDATE/DELETE (aktualizacja indeksów), zajmuje miejsce; bezużyteczny przy niskiej selektywności."
"Seq Scan vs Index Scan?","Seq Scan czyta całą tabelę (OK dla małych/szerokich zapytań), Index Scan idzie po indeksie (dobre dla selektywnego WHERE)."
"EXPLAIN vs EXPLAIN ANALYZE?","EXPLAIN pokazuje szacowany plan bez uruchomienia; EXPLAIN ANALYZE uruchamia zapytanie i podaje realne czasy/wiersze."
"Co oznacza ACID?","Atomicity, Consistency, Isolation, Durability — gwarancje niezawodności transakcji."
"Co to dirty read?","Odczyt danych innej, jeszcze niezacommitowanej transakcji."
"Co to non-repeatable read a phantom read?","Non-repeatable: ten sam wiersz zmienia wartość między odczytami; phantom: ten sam WHERE zwraca inny ZBIÓR wierszy."
"Co eliminuje SERIALIZABLE?","Wszystkie anomalie — dirty, non-repeatable i phantom read."
"Domyślny poziom izolacji w PostgreSQL?","READ COMMITTED."
"Co robi SELECT ... FOR UPDATE?","Blokuje wybrane wiersze do końca transakcji, chroniąc przed lost update."
"Na czym polega 3NF?","Brak zależności przechodnich — atrybut niekluczowy zależy tylko od klucza, nie od innego niekluczowego."
"Kiedy stosuje się denormalizację?","Świadomie, pod zmierzony problem wydajności odczytu — kosztem redundancji i ryzyka niespójności."
"Czemu WHERE x = NULL nie działa?","Porównanie z NULL daje UNKNOWN (nie TRUE); trzeba użyć IS NULL / IS NOT NULL."
"Czemu WHERE x <> 5 gubi wiersze z NULL?","NULL <> 5 to UNKNOWN, nie TRUE; dopisz OR x IS NULL, by je objąć."
"Czym jest transakcja?","Jednostką pracy (unit of work) wykonaną atomowo — commit wszystko albo rollback nic; gwarantuje ACID."
"Jak działa @Transactional pod spodem?","Spring owija bean proxy (AOP), które otwiera transakcję przed metodą, commituje po sukcesie i robi rollback po wyjątku."
"Jaki proxy stosuje Spring do @Transactional?","JDK dynamic proxy (gdy jest interfejs) albo CGLIB (podklasa) — bez interfejsu."
"Kto faktycznie robi commit/rollback?","PlatformTransactionManager (np. DataSourceTransactionManager, JpaTransactionManager) na fizycznym połączeniu."
"Z czym związana jest transakcja i jak?","Z bieżącym wątkiem — połączenie/EntityManager trzymane w ThreadLocal (TransactionSynchronizationManager)."
"Deklaratywne vs programistyczne zarządzanie transakcją?","Deklaratywne = @Transactional (AOP, mniej kodu); programistyczne = TransactionTemplate (pełna kontrola, bez ograniczeń proxy)."
"Domyślny tryb propagacji?","REQUIRED — dołącz do istniejącej transakcji lub utwórz nową."
"Co robi REQUIRES_NEW?","Zawsze tworzy nową transakcję, zawieszając bieżącą; commit/rollback niezależny — np. audyt niezależny od rollbacku głównego flow."
"Co robi propagacja NESTED?","Tworzy savepoint w bieżącej transakcji; rollback cofa tylko do savepointu (wymaga savepoints w JDBC)."
"Co robi MANDATORY?","Wymaga istniejącej transakcji — bez niej rzuca wyjątek."
"Co robi NEVER?","Rzuca wyjątek, jeśli transakcja istnieje — kod nie może działać transakcyjnie."
"Co robi NOT_SUPPORTED?","Zawiesza bieżącą transakcję i wykonuje metodę bez transakcji."
"Dla jakich wyjątków @Transactional robi rollback domyślnie?","Tylko dla RuntimeException (unchecked) i Error; dla checked exception COMMITuje."
"Jak wymusić rollback dla checked exception?","@Transactional(rollbackFor = Exception.class)."
"Co daje readOnly=true?","Hint optymalizacyjny — w Hibernate FlushMode.MANUAL (brak dirty checking), baza może routować do repliki; to nie zabezpieczenie."
"Do czego służy isolation w @Transactional?","Deleguje do bazy poziom izolacji (READ_COMMITTED, REPEATABLE_READ, SERIALIZABLE...) — Spring wykonuje SET TRANSACTION ISOLATION LEVEL."
"Czemu self-invocation łamie @Transactional?","Wywołanie metody z tej samej klasy idzie przez this, nie przez proxy — advice transakcyjne się nie uruchamia."
"Czemu @Transactional na metodzie private/final nie działa?","Proxy (CGLIB) nadpisuje metody dziedzicząc — nie może przechwycić private ani final; metoda musi być public i nie-final."
"Skąd LazyInitializationException?","Encja jest managed tylko w transakcji/otwartej sesji; dostęp do leniwej relacji poza transakcją rzuca ten wyjątek."
"Co to UnexpectedRollbackException?","Zewnętrzny commit na transakcji oznaczonej rollback-only (bo zagnieżdżony wyjątek ją zepsuł) — nie da się jej uratować commitem."
"Gdzie stawiać granicę transakcji?","Na warstwie serwisu (use-case = jedna transakcja), nie w repozytorium (za wąsko) ani w kontrolerze (za szeroko)."
"Czemu długie transakcje są groźne?","Trzymają połączenie z puli i locki — I/O/API/sleep w transakcji wyczerpuje pulę i powoduje zakleszczenia."
