#separator:comma
#html:true
#notetype:Basic
#deck:Java::07 API design
"Do czego służy sekcja components w OpenAPI?","Trzyma reużywalne definicje (schemas, parameters, responses, securitySchemes) wskazywane przez $ref, unikając duplikacji."
"Co to Swagger UI?","Interaktywna dokumentacja HTML renderowana ze spec, z opcją ""Try it out"" wykonującą realne żądania."
"Jakie narzędzie generuje spec i Swagger UI w Spring Boot 3?","springdoc-openapi (Springfox jest martwy dla Boot 3 / jakarta.*)."
"Pod jakimi ścieżkami springdoc wystawia spec i UI?","Spec pod /v3/api-docs (i .yaml), Swagger UI pod /swagger-ui.html."
"Do czego służą adnotacje @Operation, @Schema, @ApiResponse, @Parameter?","Wzbogacają generowaną spec o opisy, przykłady, kody błędów i formaty, których nie da się wywnioskować z sygnatury."
"Czym jest podejście code-first?","Kod Javy jest źródłem prawdy, a spec jest z niego generowana (springdoc)."
"Czym jest podejście contract-first / design-first?","Najpierw ręcznie piszesz spec YAML (kontrakt), a z niej generujesz kod/interfejsy."
"Główna zaleta contract-first?","Kontrakt jest źródłem prawdy, front i back pracują równolegle, łatwy review i spójność między serwisami."
"Killer feature OpenAPI dla fullstacka Angular+Java?","Z openapi.json generujesz typy i serwisy Angular (openapi-generator / ng-openapi-gen) — koniec ręcznego przepisywania modeli i driftu front-back."
"Do czego służy operationId w OpenAPI?","Staje się nazwą metody w generowanym kliencie; warto ustawiać go ręcznie i sensownie."
"Główna pułapka code-first bez dyscypliny?","Spec formalnie się generuje, ale rozjeżdża się z semantyką: puste opisy, brak kodów błędów, bezużyteczne typy generyczne."
"Czym jest contract testing?","Weryfikacją, że implementacja nie odbiega od kontraktu (np. Pact, walidacja odpowiedzi względem schematów OpenAPI)."
"Co czyni zmianę kontraktu breaking?","Usunięcie pola, zmiana typu lub dodanie nowego required — wymaga nowej wersji API."
"Jak generator mapuje typy OpenAPI na TypeScript?","np. integer->number, string+enum->union/enum, format:date-time->string/Date; z paths+operationId powstają serwisy na HttpClient."
"Częsty błąd z typami przy generowaniu klienta?","Brak format: date-time dla LocalDateTime lub niejednoznaczny BigDecimal (string vs number) — front dostaje zły typ."
"Dlaczego warto wpiąć generowanie klienta w CI?","Bez regeneracji front używa nieaktualnego kontraktu i cicho się rozjeżdża z backendem."
"Po co paginacja w REST API?","Żeby nie zwracać całej tabeli — chroni wydajność bazy/sieci, pamięć serwera i klienta oraz UX."
"Jak wygląda offset-based pagination w SQL?","LIMIT n OFFSET m z deterministycznym ORDER BY — zwraca n wierszy pomijając pierwsze m."
"Główna wada offsetu dla dużych stron?","Baza skanuje i odrzuca wszystkie wiersze przed offsetem — koszt rośnie liniowo z numerem strony (deep pagination)."
"Czemu offset jest niestabilny?","Liczy pozycję; wstawka/usunięcie wcześniej przesuwa dane, dając duplikaty lub pominięte wiersze między stronami."
"Jak wygląda keyset/cursor pagination?","WHERE (klucz) < :ostatnio_widziany ORDER BY klucz LIMIT n — pytasz o ""co po ostatnio widzianym""."
"Główna zaleta keyset pagination?","Index seek wprost do miejsca startu — koszt stały niezależnie od głębokości, i stabilność (bez duplikatów/gapów)."
"Główna wada keyset pagination?","Brak skoku do dowolnej strony N (tylko naprzód/wstecz) i zwykle brak taniego totalPages."
"Kiedy wybrać keyset zamiast offset?","Infinite scroll, feedy, duże tabele, głęboka paginacja i częste zmiany danych."
"Page vs Slice w Spring Data?","Page robi dodatkowy SELECT COUNT i zna totalElements/totalPages; Slice pomija COUNT i wie tylko hasNext — taniej."
"Skąd Slice wie, że jest następna strona?","Pobiera size+1 wierszy — jeśli przyszedł jeden nadmiarowy, następna strona istnieje."
"Parametry paginacji/sortowania w Spring MVC?","?page=0&size=20&sort=name,asc — mapowane automatycznie na Pageable."
"Proste vs dynamiczne filtrowanie?","Proste = stałe query params i derived query; dynamiczne = Specification/Criteria budujące WHERE z opcjonalnych predykatów."
"Czemu trzeba limitować rozmiar strony?","?size=1000000 to wektor DoS ładujący całą tabelę do pamięci; ustaw max-page-size i waliduj."
"Jak przekazać metadane paginacji w odpowiedzi?","W body (content + totalElements/totalPages/number) albo w nagłówkach X-Total-Count i Link (rel=next/last)."
"Pułapka: paginacja + JOIN FETCH kolekcji?","Hibernate nie może dać LIMIT w SQL, pobiera wszystko i tnie stronę w pamięci (HHH000104) — paginuj po encjach głównych, potem dociągaj kolekcje."
"Czemu ORDER BY potrzebuje tie-breakera po id?","Przy równych wartościach kolejność jest niezdefiniowana — psuje to stabilność offsetu i poprawność kursora keyset."
"Ryzyko sortowania po niezindeksowanej kolumnie?","ORDER BY wymusza pełny skan i sortowanie na dysku — whitelistuj pola sortowania i indeksuj je."
"Czemu zwracać własne DTO paginacji zamiast PageImpl?","Serializacja PageImpl zmieniała się między wersjami Boota; stabilne DTO/PagedModel daje przewidywalny kontrakt dla klienta z OpenAPI (Angular)."
"Czym jest REST?","Stylem architektonicznym (constraints Fieldinga), nie protokołem — najczęściej realizowanym nad HTTP na zasobach."
"Wymień constraints REST.","Client-server, stateless, cacheable, uniform interface, layered system (+ opcjonalny code-on-demand)."
"Co znaczy stateless w REST?","Serwer nie trzyma stanu sesji między żądaniami; każde żądanie niesie cały kontekst."
"Czemu stateless jest kluczowe dla skalowania?","Dowolna instancja obsłuży dowolne żądanie — load-balancing bez sticky sessions, łatwe skalowanie poziome i failover."
"Co znaczy safe (metoda HTTP)?","Nie zmienia stanu serwera (read-only) — np. GET."
"Co znaczy idempotent (metoda HTTP)?","Wielokrotne wykonanie daje ten sam efekt na serwerze co jednokrotne — bezpieczne przy retry."
"Czy POST jest idempotentny?","Nie — powtórzenie tworzy kolejny zasób; stąd potrzeba Idempotency-Key."
"Które metody HTTP są idempotentne?","GET, PUT, DELETE (i PATCH warunkowo); POST nie."
"GET jest safe i idempotent?","Tak — oba; służy tylko do pobrania reprezentacji."
"PUT vs POST przy tworzeniu?","PUT = create/replace pod znanym URI (idempotent); POST = create pod URI kolekcji, serwer nadaje id."
"PATCH vs PUT?","PUT zastępuje cały zasób; PATCH zmienia częściowo (idempotentny tylko jeśli sama operacja taka jest)."
"Jak nazywasz URI zasobów?","Rzeczownikami w liczbie mnogiej, bez czasowników w ścieżce; np. GET /orders/42, nie /getOrder."
"Kod po udanym POST tworzącym zasób?","201 Created + nagłówek Location z URI nowego zasobu."
"Kod dla sukcesu bez ciała (np. DELETE)?","204 No Content."
"401 vs 403?","401 = brak/niepoprawne uwierzytelnienie (authentication); 403 = uwierzytelniony, ale bez uprawnień (authorization)."
"400 vs 422?","400 = żądanie źle sformułowane składniowo; 422 = składnia OK, ale walidacja/semantyka biznesowa nie przechodzi."
"Kiedy 409 Conflict?","Konflikt ze stanem: naruszenie unikalności, optimistic lock, operacja niedozwolona w danym stanie zasobu."
"Poziomy modelu Richardsona?","0 = RPC-over-HTTP, 1 = zasoby, 2 = metody HTTP + statusy, 3 = HATEOAS."
"Czym jest HATEOAS?","Odpowiedzi niosą linki sterujące dalszymi akcjami (hypermedia) — poziom 3 Richardsona, rzadko w pełni wdrażany."
"Strategie wersjonowania API?","URI (/v1), nagłówek (X-API-Version), media type (Accept vnd...+json); najczęściej i najprościej URI."
"Do czego Idempotency-Key?","By retry POST (timeout, podwójne kliknięcie) nie utworzył duplikatu — serwer zwraca zapisany wynik dla tego klucza."
"Format błędów w API (standard)?","Problem Details RFC 7807/9457 — application/problem+json (type, title, status, detail, instance)."
"Kiedy gRPC zamiast REST?","Wewnętrzna komunikacja mikroserwisów: HTTP/2 + Protobuf, niska latencja, streaming, silne typowanie."
"Kiedy GraphQL zamiast REST?","Gdy klient sam wybiera pola (over/under-fetching), agregacja źródeł, zróżnicowani klienci (mobile+web)."
"Czemu DTO, nie encje JPA w API?","Encja sprzęga schemat bazy z kontraktem, grozi leakiem pól, LazyInitException i cyklami; DTO oddziela kontrakt."
